company_ntn,person_cnic,person_name,role,shareholding_percent
2788368-0,36302-6568164-7,Muhammad Umar Tarar,CEO/Director,75
6986334-0,42101-8845015-9,Muhammad Kamran Butt,CEO/Director,51
9930245-3,17301-4821796-1,Muhammad Imran Mir,CEO/Director,100
1465623-2,17301-3511987-5,Faizan Mir,CEO/Director,51
1170479-7,37405-3410415-5,Imran Cheema,CEO/Director,60
7043762-8,37405-7322460-9,Nauman Janjua,CEO/Director,100
6361070-2,35202-3955694-1,Muhammad Waqas Mir,CEO/Director,100
5763745-0,61101-4945378-4,Noor Gondal,CEO/Director,75
8251015-7,17301-1972916-3,Waqas Sheikh,CEO/Director,60
2052768-6,33100-9032289-3,Hussain Gondal,CEO/Director,75
4067652-8,35202-5001358-3,Muhammad Rizwan Qureshi,CEO/Director,100
5090570-0,35202-0564016-5,Bilal Cheema,CEO/Director,75
2336053-6,33100-3106246-2,Kiran Abbasi,CEO/Director,75
4994547-2,34603-9990234-9,Ali Dar,CEO/Director,75
1523094-4,36302-1749129-0,Saba Dar,CEO/Director,100
7970059-6,34603-6198131-1,Muhammad Asad Mughal,CEO/Director,75
7612195-7,42101-1022005-7,Muhammad Hamza Sheikh,CEO/Director,100
1563159-2,35202-0142286-3,Muhammad Bhatti,CEO/Director,60
1588462-3,37405-0753630-6,Aqsa Tarar,CEO/Director,51
9365148-5,42101-2060310-9,Fahad Sandhu,CEO/Director,60
6704061-9,61101-3345296-7,Muhammad Hussain Bhatti,CEO/Director,51
5560836-2,17301-2211193-7,Muhammad Abdullah Tarar,CEO/Director,60
4869971-4,37405-2206462-5,Muhammad Kamran Mir,CEO/Director,100
3617021-9,33100-5449130-1,Muhammad Farhan Warraich,CEO/Director,60
2538966-8,17301-6098449-7,Muhammad Usman Bhatti,CEO/Director,100
2881269-1,42101-9131185-9,Bilal Malik,CEO/Director,51
9660637-0,33100-2461993-1,Shahzad Bhatti,CEO/Director,75
5413091-4,17301-7329537-1,Hussain Rana,CEO/Director,75
4098355-1,37405-9614733-1,Muhammad Bhatti,CEO/Director,51
3889237-4,35202-3813190-7,Faizan Awan,CEO/Director,100
9355381-4,37405-7312749-9,Umar Mir,CEO/Director,51
9673162-7,42101-4653822-4,Rabia Warraich,CEO/Director,51
9111942-6,34101-6938288-3,Danish Gondal,CEO/Director,51
6615750-6,37405-8769967-9,Muhammad Ali Chaudhry,CEO/Director,75
7407886-9,36302-7086530-1,Usman Rana,CEO/Director,100
1359167-9,34101-7535483-0,Sidra Cheema,CEO/Director,51
6339203-6,37405-7056665-1,Muhammad Salman Rana,CEO/Director,75
7185698-9,61101-0627788-4,Mehwish Tarar,CEO/Director,51
6869362-8,33100-3601040-3,Ali Mir,CEO/Director,51
4715255-1,33100-5813212-7,Muhammad Nauman Tarar,CEO/Director,75
9607408-1,36302-8014870-6,Amna Gondal,CEO/Director,100
7926218-8,37405-9415404-9,Muhammad Rizwan Tarar,CEO/Director,60
2057568-0,37405-8046610-3,Muhammad Salman Tarar,CEO/Director,51
8964964-9,42101-3678993-1,Imran Mughal,CEO/Director,75
2161414-3,17301-0700120-7,Muhammad Faizan Malik,CEO/Director,51
6439632-2,37405-9506055-9,Faizan Abbasi,CEO/Director,60
3565946-1,34101-6936315-8,Maryam Sheikh,CEO/Director,51
3892177-5,42101-2983626-9,Tariq Khan,CEO/Director,100
7102160-9,61101-2029193-5,Ali Raja,CEO/Director,51
4640439-4,35202-2244339-7,Asad Malik,CEO/Director,100
3251569-1,33100-6218594-2,Iqra Bhatti,CEO/Director,100
9955397-7,61101-0882711-1,Muhammad Hassan Raja,CEO/Director,100
5727911-5,61101-5259939-7,Ahmed Qureshi,CEO/Director,100
9947335-4,42101-2495786-1,Muhammad Bilawal Gondal,CEO/Director,100
3676181-3,36302-2824755-9,Danish Rana,CEO/Director,60
4849087-9,33100-5502756-3,Muhammad Sheikh,CEO/Director,51
7729779-5,36302-7464671-4,Sana Butt,CEO/Director,75
8252960-6,34101-9905185-8,Komal Bhatti,CEO/Director,75
2931508-1,37405-4191697-3,Muhammad Hassan Raja,CEO/Director,51
5635602-5,61101-0814942-3,Rizwan Sandhu,CEO/Director,75
1504482-6,33100-8009225-0,Komal Cheema,CEO/Director,75
9931480-5,36302-7334109-5,Tariq Khan,CEO/Director,100
3643630-3,42101-6622028-3,Muhammad Nauman Satti,CEO/Director,60
8656204-1,17301-9940247-2,Hina Warraich,CEO/Director,100
6992560-6,61101-5615620-5,Hassan Bhatti,CEO/Director,100
6695079-5,36302-6037231-9,Saad Mughal,CEO/Director,51
8468174-0,61101-5751119-5,Salman Awan,CEO/Director,75
8831741-1,33100-6639266-2,Hira Bhatti,CEO/Director,51
1100093-4,33100-4724649-0,Mehwish Janjua,CEO/Director,60
6423763-6,42101-9169114-3,Muhammad Ahmed Raja,CEO/Director,75
4604228-9,37405-7629142-5,Muhammad Faizan Awan,CEO/Director,100
4095615-0,34603-7430728-1,Ahmed Abbasi,CEO/Director,51
9485107-9,36302-3248350-1,Muhammad Rizwan Tarar,CEO/Director,60
9607581-3,61101-7044651-8,Iqra Mir,CEO/Director,100
1841101-0,34603-1766295-0,Kiran Malik,CEO/Director,51
4559862-8,42101-2989208-2,Ayesha Dar,CEO/Director,75
3204668-7,34101-1484668-4,Hira Abbasi,CEO/Director,100
2987537-7,36302-0760158-2,Mehwish Chaudhry,CEO/Director,60
3304894-6,33100-3500558-8,Aqsa Gondal,CEO/Director,51
2815186-9,33100-3689944-4,Sobia Mughal,CEO/Director,60
8793224-6,36302-8421798-2,Maryam Satti,CEO/Director,75
4053698-9,61101-1715916-0,Ayesha Dar,CEO/Director,100
8739621-8,17301-5092688-4,Noor Mir,CEO/Director,51
7743331-8,35202-8824239-4,Hina Satti,CEO/Director,60
1065147-0,42101-1905182-3,Bilal Abbasi,CEO/Director,51
7681742-2,34603-5507016-1,Abdullah Janjua,CEO/Director,100
2363733-8,36302-8950701-3,Usman Malik,CEO/Director,60
7608703-7,33100-5387857-9,Hussain Gondal,CEO/Director,100
5828206-0,33100-4685904-1,Imran Malik,CEO/Director,100
3803215-4,36302-2498333-0,Hina Sandhu,CEO/Director,51
3262762-0,61101-4892063-3,Ali Khan,CEO/Director,75
2024560-3,42101-5957640-5,Kamran Mughal,CEO/Director,100
8160643-2,37405-0125282-1,Farhan Sheikh,CEO/Director,60
9014491-7,42101-0656820-9,Usman Qureshi,CEO/Director,75
1729294-6,33100-5126782-3,Danish Abbasi,CEO/Director,100
7204823-4,17301-2752644-6,Rabia Raja,CEO/Director,100
8638164-9,36302-0333045-3,Danish Sheikh,CEO/Director,60
6127124-9,61101-0591944-1,Muhammad Junaid Gondal,CEO/Director,51
2195700-9,34603-5424653-6,Ayesha Mughal,CEO/Director,75
8042974-7,42101-9238955-7,Muhammad Waqas Awan,CEO/Director,60
1511442-5,33100-7161368-5,Muhammad Usman Chaudhry,CEO/Director,100
3145064-8,17301-4404457-8,Areeba Qureshi,CEO/Director,100
9523714-3,42101-3749829-5,Farhan Qureshi,CEO/Director,75
2682448-8,34603-1384967-3,Ahmed Bhatti,CEO/Director,75
4320724-0,35202-6071676-0,Komal Khan,CEO/Director,51
2824858-8,36302-6427148-5,Muhammad Saad Mir,CEO/Director,100
8577004-8,33100-4047842-3,Shahzad Gondal,CEO/Director,75
4948585-1,61101-5375447-8,Zainab Mir,CEO/Director,51
7170023-8,34101-2751100-9,Abdullah Khan,CEO/Director,51
5506602-8,42101-5109457-1,Adnan Chaudhry,CEO/Director,75
6073923-0,17301-8789923-3,Muhammad Bilawal Chaudhry,CEO/Director,51
6807169-5,42101-6867689-7,Muhammad Asad Mir,CEO/Director,75
8581771-6,33100-7376837-5,Muhammad Rizwan Khan,CEO/Director,100
6689098-4,36302-3908792-1,Bilawal Raja,CEO/Director,100
2460520-1,36302-7174384-7,Hassan Janjua,CEO/Director,51
9664846-7,34101-4802577-9,Kamran Raja,CEO/Director,51
4195050-6,34603-9417244-5,Muhammad Waqas Abbasi,CEO/Director,60
6771645-5,42101-8770384-3,Adnan Cheema,CEO/Director,100
2191726-7,35202-7748394-3,Ahmed Satti,CEO/Director,51
1276897-3,37405-4016386-7,Tariq Raja,CEO/Director,75
9121572-4,42101-2066839-0,Fatima Janjua,CEO/Director,60
8877536-3,37405-9507414-1,Muhammad Cheema,CEO/Director,51
8357874-7,36302-6893238-9,Muhammad Tariq Satti,CEO/Director,100
7403608-3,34101-1023248-7,Zain Warraich,CEO/Director,100
4350076-8,33100-0113586-0,Hira Awan,CEO/Director,75
2001384-9,42101-1594725-6,Hina Butt,CEO/Director,100
1911332-0,42101-3701324-3,Rizwan Khan,CEO/Director,100
5017528-4,34101-2551014-3,Muhammad Ahmed Warraich,CEO/Director,60
8351351-9,34101-8134967-1,Adnan Tarar,CEO/Director,60
5971712-1,61101-9375355-0,Saba Sheikh,CEO/Director,100
5655440-1,34603-1199604-1,Asad Tarar,CEO/Director,75
6312181-8,37405-0807962-0,Sidra Tarar,CEO/Director,75
7004980-9,34101-7695987-7,Muhammad Abdullah Chaudhry,CEO/Director,51
7106623-9,42101-8305026-5,Hassan Bhatti,CEO/Director,51
9186137-5,36302-8684369-5,Fahad Warraich,CEO/Director,60
9191597-7,35202-3842194-5,Bilawal Qureshi,CEO/Director,51
8002783-7,42101-4438411-6,Amna Khan,CEO/Director,51
9611339-0,35202-7356462-7,Muhammad Ali Sandhu,CEO/Director,100
7291246-2,17301-4723840-1,Waqas Khan,CEO/Director,51
7532605-4,37405-4369731-1,Usman Mir,CEO/Director,100
3149439-1,42101-7862967-5,Bilal Chaudhry,CEO/Director,75
1905673-2,36302-7958958-3,Muhammad Hassan Mughal,CEO/Director,75
3474943-3,61101-9198905-8,Sadia Warraich,CEO/Director,75
1208082-9,34101-3456131-7,Muhammad Zain Raja,CEO/Director,100
4708108-0,35202-0147003-5,Muhammad Faizan Malik,CEO/Director,75
6690461-6,36302-3513440-7,Nauman Raja,CEO/Director,51
4328799-3,34603-0310546-3,Fahad Warraich,CEO/Director,51
5002932-4,37405-5310114-9,Hassan Janjua,CEO/Director,60
2652690-6,34603-3504252-1,Shahzad Sandhu,CEO/Director,51
5132398-5,61101-5042905-7,Usman Awan,CEO/Director,75
2145168-4,61101-5191678-6,Sadia Sheikh,CEO/Director,75
1187546-7,35202-4176732-0,Sana Sheikh,CEO/Director,60
1004268-1,35202-1073876-3,Muhammad Shahzad Khan,CEO/Director,75
4403828-4,34603-2888731-3,Muhammad Abdullah Janjua,CEO/Director,51
8516693-0,17301-0828078-1,Waqas Awan,CEO/Director,51
7827636-3,34101-0214031-3,Abdullah Butt,CEO/Director,60
6786839-8,36302-8055081-9,Ahmed Gondal,CEO/Director,51
5334194-2,36302-5647767-1,Muhammad Farhan Sandhu,CEO/Director,75
1582508-1,35202-0686861-2,Sana Khan,CEO/Director,100
6514437-5,33100-3700106-1,Abdullah Janjua,CEO/Director,51
9415976-6,36302-5633763-1,Tariq Raja,CEO/Director,75
1648551-9,17301-0014552-3,Danish Chaudhry,CEO/Director,75
1338337-1,61101-0671336-9,Muhammad Waqas Khan,CEO/Director,51
9280235-8,61101-4720130-9,Muhammad Faizan Sandhu,CEO/Director,100
8560025-1,34603-1390023-5,Imran Sheikh,CEO/Director,60
3638753-3,35202-3403159-5,Muhammad Nauman Mughal,CEO/Director,51
5442257-8,33100-0919358-2,Aqsa Cheema,CEO/Director,100
2571134-2,17301-0870451-6,Rabia Raja,CEO/Director,100
5459376-3,61101-5134472-7,Adnan Rana,CEO/Director,60
8718023-6,42101-0560660-3,Fahad Mughal,CEO/Director,100
2270749-3,34603-9194938-7,Hassan Raja,CEO/Director,60
5734345-1,34603-9187576-9,Rizwan Awan,CEO/Director,75
4439721-7,36302-7224872-6,Hira Chaudhry,CEO/Director,75
8091090-9,34603-0297773-7,Faizan Tarar,CEO/Director,51
1315513-3,33100-5752914-5,Muhammad Ali Dar,CEO/Director,51
2719153-4,34101-2795314-9,Muhammad Salman Mughal,CEO/Director,60
8906884-3,35202-4457488-3,Nauman Rana,CEO/Director,60
6170646-5,61101-0130089-5,Junaid Awan,CEO/Director,75
8660550-7,34101-0317771-9,Muhammad Hamza Mir,CEO/Director,60
1211355-4,42101-3213247-8,Aqsa Malik,CEO/Director,51
1447754-9,61101-2126936-5,Muhammad Umar Awan,CEO/Director,60
4239175-9,34603-9772132-9,Junaid Tarar,CEO/Director,51
2443725-1,34101-6888366-9,Imran Khan,CEO/Director,51
2516712-5,34603-9961773-3,Muhammad Abdullah Chaudhry,CEO/Director,60
4181837-5,61101-6389365-7,Tariq Mughal,CEO/Director,100
8266952-7,34603-5078077-9,Asad Khan,CEO/Director,75
8821365-0,34603-1904800-9,Kamran Warraich,CEO/Director,100
3301402-4,61101-1312139-5,Junaid Janjua,CEO/Director,100
2081921-5,37405-9292134-7,Muhammad Salman Awan,CEO/Director,51
3480138-2,37405-7134609-7,Ali Raja,CEO/Director,75
2120748-8,34101-2187362-9,Muhammad Hassan Warraich,CEO/Director,60
4270724-3,42101-6791460-3,Ahmed Sandhu,CEO/Director,100
2952100-9,37405-4319639-5,Waqas Sheikh,CEO/Director,75
3642746-5,17301-1748392-5,Salman Dar,CEO/Director,75
9506799-5,34101-9895675-7,Muhammad Imran Qureshi,CEO/Director,100
8931908-2,37405-0871720-5,Shahzad Rana,CEO/Director,75
6838106-2,33100-1556459-8,Sana Mughal,CEO/Director,60
2306594-7,33100-3327595-3,Muhammad Bilawal Chaudhry,CEO/Director,51
5652481-9,17301-8508173-9,Muhammad Dar,CEO/Director,60
9682927-4,61101-2990697-3,Danish Butt,CEO/Director,75
7566740-5,42101-1768975-8,Rabia Tarar,CEO/Director,75
8685334-4,35202-6811593-8,Noor Awan,CEO/Director,51
1657712-4,35202-5700196-6,Areeba Malik,CEO/Director,60
1665975-6,42101-4940802-1,Asad Bhatti,CEO/Director,51
6527133-3,36302-9658758-0,Iqra Cheema,CEO/Director,75
8192102-8,61101-6690631-9,Nauman Khan,CEO/Director,60
3527693-2,33100-2911235-3,Muhammad Nauman Malik,CEO/Director,75
7649968-0,42101-2904057-7,Waqas Awan,CEO/Director,75
7801374-7,34603-1541201-1,Muhammad Hassan Mir,CEO/Director,60
2287750-6,42101-7531981-3,Muhammad Saad Butt,CEO/Director,51
1390443-3,33100-0588887-5,Saad Janjua,CEO/Director,60
6023150-7,36302-1725596-9,Kamran Khan,CEO/Director,75
5803727-4,61101-5326055-3,Bilal Mir,CEO/Director,100
9889728-5,34101-8417236-9,Adnan Cheema,CEO/Director,60
7576697-9,37405-0656554-5,Muhammad Nauman Sandhu,CEO/Director,100
1925218-8,61101-6066713-3,Waqas Raja,CEO/Director,75
6939498-2,34603-9369375-8,Noor Bhatti,CEO/Director,51
2924436-4,17301-9390564-9,Umar Gondal,CEO/Director,60
3441320-1,36302-2067283-5,Usman Raja,CEO/Director,100
8229895-4,33100-2521965-7,Muhammad Zain Awan,CEO/Director,60
4657648-1,33100-1144478-2,Rabia Satti,CEO/Director,75
7065367-6,61101-7321804-3,Saad Rana,CEO/Director,75
6395017-0,17301-2699009-9,Muhammad Hassan Mughal,CEO/Director,100
3978965-4,35202-2295269-3,Junaid Butt,CEO/Director,75
2655089-4,33100-0648053-7,Muhammad Hassan Butt,CEO/Director,75
1308938-6,34603-4723830-3,Adnan Satti,CEO/Director,51
8396840-7,42101-3758069-7,Ali Sheikh,CEO/Director,51
2983074-4,42101-8627458-7,Farhan Gondal,CEO/Director,60
6831946-8,37405-4772100-9,Nauman Mughal,CEO/Director,75
7764297-1,37405-9247044-3,Adnan Qureshi,CEO/Director,75
8850804-3,35202-9583736-5,Hussain Tarar,CEO/Director,75
7256943-3,61101-4628025-7,Muhammad Saad Tarar,CEO/Director,75
4850063-7,34603-5242940-3,Usman Janjua,CEO/Director,100
6193473-3,17301-8427491-7,Muhammad Hussain Mughal,CEO/Director,60
5709649-3,17301-3356492-5,Bilawal Warraich,CEO/Director,51
2324218-0,36302-3208865-1,Imran Warraich,CEO/Director,51
9909602-9,34603-3589071-7,Junaid Qureshi,CEO/Director,100
6774257-1,34603-0552411-5,Bilawal Khan,CEO/Director,51
2319060-5,61101-6431269-5,Muhammad Umar Satti,CEO/Director,75
4914853-6,35202-6404006-1,Muhammad Usman Malik,CEO/Director,60
5312809-9,35202-4298717-3,Hamza Sandhu,CEO/Director,100
7097708-8,37405-6285183-1,Muhammad Faizan Qureshi,CEO/Director,75
2202962-0,36302-1219240-9,Muhammad Asad Warraich,CEO/Director,51
5496795-0,33100-0799119-1,Muhammad Hassan Butt,CEO/Director,60
4621316-7,37405-1807435-1,Zain Mughal,CEO/Director,60
3498165-7,34101-8303733-3,Ahmed Mir,CEO/Director,100
1513875-7,34603-9687554-1,Junaid Mughal,CEO/Director,75
6037595-9,61101-0149560-7,Ahmed Bhatti,CEO/Director,75
8624965-3,42101-1118511-7,Adnan Rana,CEO/Director,60
4000627-8,37405-6177647-8,Sana Tarar,CEO/Director,60
7139527-6,42101-9616563-5,Danish Mir,CEO/Director,51
5302577-3,35202-7324197-6,Mehwish Warraich,CEO/Director,75
3649682-3,34603-9691959-5,Adnan Chaudhry,CEO/Director,75
1360537-7,35202-8703327-0,Sadia Rana,CEO/Director,51
1295384-1,36302-5092980-4,Kiran Dar,CEO/Director,75
6787603-7,42101-1462124-6,Iqra Malik,CEO/Director,60
5696861-2,61101-3182556-7,Tariq Raja,CEO/Director,60
8764791-1,17301-0795566-7,Tariq Satti,CEO/Director,51
5503374-9,36302-7764657-8,Iqra Sheikh,CEO/Director,100
1228586-0,37405-4238856-7,Umar Rana,CEO/Director,100
8807406-4,34603-2449352-1,Muhammad Hamza Dar,CEO/Director,51
2125319-2,42101-8030667-2,Sadia Chaudhry,CEO/Director,75
5478883-6,35202-3932109-5,Muhammad Abdullah Raja,CEO/Director,60
6904821-7,37405-7247929-7,Muhammad Tarar,CEO/Director,60
8690966-1,17301-9361645-7,Muhammad Danish Khan,CEO/Director,60
7475801-9,42101-0160688-9,Hussain Malik,CEO/Director,75
5884276-5,34101-9000460-1,Umar Satti,CEO/Director,51
6662350-6,34101-9752530-6,Ayesha Tarar,CEO/Director,75
7553617-1,34101-7111594-9,Adnan Abbasi,CEO/Director,51
7399874-2,36302-3122464-7,Ali Qureshi,CEO/Director,51
7296310-3,33100-7037892-7,Saad Satti,CEO/Director,100
8900364-5,35202-0649235-7,Muhammad Ahmed Rana,CEO/Director,75
7619918-9,37405-4422048-8,Sidra Sandhu,CEO/Director,75
4164393-0,34101-6208629-3,Fahad Chaudhry,CEO/Director,100
9358891-6,35202-6950377-5,Imran Sheikh,CEO/Director,75
1259869-9,34603-2602874-5,Tariq Warraich,CEO/Director,60
2899229-7,36302-9540050-7,Muhammad Farhan Abbasi,CEO/Director,100
3931901-4,34603-2239025-9,Muhammad Hussain Butt,CEO/Director,60
3692706-3,61101-8053285-9,Umar Janjua,CEO/Director,60
8331835-5,61101-4331749-9,Muhammad Salman Mughal,CEO/Director,100
2917255-8,17301-9171942-7,Muhammad Gondal,CEO/Director,100
2170240-8,35202-7438140-6,Sana Tarar,CEO/Director,100
7494356-3,17301-5097848-3,Bilal Raja,CEO/Director,75
9387936-8,17301-9480314-5,Asad Warraich,CEO/Director,60
4105475-6,34603-6154858-5,Rizwan Rana,CEO/Director,75
3865508-7,17301-2652006-3,Nauman Qureshi,CEO/Director,100
9419775-0,35202-5486035-3,Muhammad Saad Butt,CEO/Director,75
4595644-7,35202-6883351-4,Noor Satti,CEO/Director,60
8107976-8,42101-0143835-7,Muhammad Abdullah Warraich,CEO/Director,100
3018474-6,61101-7221162-2,Iqra Janjua,CEO/Director,60
1882247-8,36302-1394268-2,Nimra Sheikh,CEO/Director,60
2825530-7,34101-0663755-7,Hassan Qureshi,CEO/Director,100
5032093-5,61101-3728175-1,Muhammad Asad Satti,CEO/Director,100
6755510-3,61101-7748953-7,Muhammad Junaid Khan,CEO/Director,51
9002476-7,61101-7118287-2,Kiran Janjua,CEO/Director,100
8010605-5,34101-3216735-0,Ayesha Warraich,CEO/Director,75
4314812-0,36302-3483579-3,Muhammad Rizwan Khan,CEO/Director,60
5467779-6,34101-3887604-2,Sana Raja,CEO/Director,75
9498835-4,34603-6850582-4,Fatima Mughal,CEO/Director,51
8827206-8,37405-9620041-7,Fahad Cheema,CEO/Director,60
1091942-9,36302-9854181-7,Adnan Dar,CEO/Director,75
5169252-9,61101-9820391-7,Muhammad Waqas Rana,CEO/Director,60
3831299-8,42101-4909829-1,Muhammad Waqas Bhatti,CEO/Director,75
4785716-1,33100-1490365-1,Farhan Mughal,CEO/Director,75
6184117-2,36302-8079165-3,Muhammad Usman Raja,CEO/Director,75
6084703-8,61101-6845013-1,Bilawal Cheema,CEO/Director,100
8652586-3,36302-8130392-1,Muhammad Waqas Mughal,CEO/Director,60
2921679-5,42101-2513965-3,Bilawal Gondal,CEO/Director,100
2205695-8,37405-0638557-1,Usman Awan,CEO/Director,100
5886465-8,34603-4490454-1,Muhammad Nauman Mir,CEO/Director,100
5454300-5,34603-4670021-7,Faizan Malik,CEO/Director,75
9507655-4,33100-6568621-3,Faizan Tarar,CEO/Director,60
3976726-4,17301-3643951-4,Komal Sandhu,CEO/Director,51
9633428-0,33100-4001276-3,Farhan Sandhu,CEO/Director,100
2039321-0,35202-8707664-3,Muhammad Abdullah Satti,CEO/Director,75
6823301-2,17301-2178080-1,Muhammad Asad Chaudhry,CEO/Director,51
2817293-2,17301-0031027-1,Zain Gondal,CEO/Director,51
6430732-3,33100-2031551-9,Farhan Qureshi,CEO/Director,60
9492190-5,61101-5693150-9,Usman Chaudhry,CEO/Director,51
8676554-6,61101-2670468-9,Faizan Qureshi,CEO/Director,51
4389543-4,36302-9541661-6,Fatima Butt,CEO/Director,75
2121401-3,36302-9584536-9,Junaid Warraich,CEO/Director,60
7107362-9,36302-2707147-3,Muhammad Bilal Janjua,CEO/Director,100
7093862-2,35202-4786989-8,Komal Mughal,CEO/Director,60
9237170-7,61101-0792108-4,Fatima Khan,CEO/Director,75
6956537-9,61101-0682486-1,Muhammad Farhan Raja,CEO/Director,100
1479288-4,37405-6431965-1,Usman Bhatti,CEO/Director,60
6114470-5,17301-2443536-2,Sobia Chaudhry,CEO/Director,100
4307869-9,61101-3550885-2,Hira Rana,CEO/Director,60
2327559-5,33100-8247762-0,Sadia Mir,CEO/Director,60
6052391-0,34101-7196910-3,Usman Raja,CEO/Director,100
3777328-5,33100-9194632-6,Hina Abbasi,CEO/Director,51
9400160-0,34603-9184194-1,Muhammad Hamza Butt,CEO/Director,75
7954345-6,17301-9316965-5,Rizwan Rana,CEO/Director,51
2388970-4,34101-3987990-0,Kiran Dar,CEO/Director,51
7591935-6,33100-2674912-0,Saba Awan,CEO/Director,75
2086903-4,36302-8355467-7,Tariq Rana,CEO/Director,60
8973588-1,34101-5743619-4,Kiran Khan,CEO/Director,75
1632353-2,37405-8781692-9,Tariq Butt,CEO/Director,100
5199093-6,61101-6942326-5,Asad Tarar,CEO/Director,51
5752548-3,33100-1379542-9,Muhammad Hassan Gondal,CEO/Director,75
4900224-0,37405-6014224-5,Danish Qureshi,CEO/Director,100
9564170-9,17301-3936973-5,Muhammad Ali Raja,CEO/Director,100
7319241-8,36302-8330665-9,Hassan Awan,CEO/Director,100
4330304-9,36302-3492197-3,Muhammad Usman Butt,CEO/Director,75
7926161-0,61101-6550987-9,Junaid Chaudhry,CEO/Director,75
4738854-1,33100-0399666-4,Maryam Warraich,CEO/Director,75
6248797-5,35202-6101965-2,Saba Tarar,CEO/Director,51
2423610-6,42101-9323432-0,Amna Abbasi,CEO/Director,100
9108716-5,33100-4013125-3,Danish Satti,CEO/Director,51
5248535-0,37405-8036498-3,Kamran Bhatti,CEO/Director,60
9590406-4,36302-6685438-1,Muhammad Hassan Mughal,CEO/Director,75
2491830-9,61101-2441116-1,Bilal Sheikh,CEO/Director,75
7682739-8,35202-2587959-3,Zain Malik,CEO/Director,100
7264857-2,42101-4431540-5,Kamran Janjua,CEO/Director,75
2704805-4,37405-2133828-5,Faizan Warraich,CEO/Director,75
7394611-9,36302-8785876-5,Nauman Tarar,CEO/Director,60
2801880-7,35202-9340097-3,Danish Janjua,CEO/Director,100
1334224-5,37405-8365405-0,Sidra Butt,CEO/Director,60
1284413-5,34603-3627874-1,Fahad Warraich,CEO/Director,51
9729779-5,17301-7589563-9,Waqas Mir,CEO/Director,100
4458733-9,34101-2094418-1,Muhammad Waqas Qureshi,CEO/Director,100
3158762-3,37405-9490408-5,Muhammad Asad Qureshi,CEO/Director,51
1181814-1,37405-9593898-4,Maryam Abbasi,CEO/Director,51
8078105-3,36302-9937184-7,Muhammad Saad Gondal,CEO/Director,51
4622587-5,35202-2585785-3,Muhammad Faizan Dar,CEO/Director,60
3380561-4,36302-7571498-0,Nimra Butt,CEO/Director,51
1959126-6,42101-3080629-3,Muhammad Mir,CEO/Director,100
8503313-0,42101-4265898-8,Sana Cheema,CEO/Director,60
7469399-7,17301-0408185-4,Zainab Mughal,CEO/Director,51
9235705-9,61101-8403518-0,Noor Abbasi,CEO/Director,51
9351833-3,17301-3724502-5,Faizan Sandhu,CEO/Director,100
4610629-1,33100-5765381-2,Sadia Janjua,CEO/Director,60
8272524-8,37405-9267059-0,Noor Mughal,CEO/Director,51
1182404-8,34101-1082164-9,Ali Sandhu,CEO/Director,100
1233737-1,61101-6368102-6,Areeba Raja,CEO/Director,60
9508768-8,17301-8435458-7,Muhammad Salman Gondal,CEO/Director,75
